trip_id,request_time,pickup_zone,dropoff_zone,fare,status,driver_id,rider_id
666,2025-10-13 05:37:00,Sen Sok,Russey Keo,4.15,cancelled_by_driver,79,46
667,2025-10-13 23:07:00,Toul Kork,Toul Kork,2.54,completed,93,144
668,2025-10-13 06:07:00,Russey Keo,Toul Kork,2.44,cancelled_by_user,4,238
669,2025-10-13 15:52:00,Daun Penh,Russey Keo,7.01,completed,82,272
670,2025-10-13 23:29:00,Russey Keo,Daun Penh,8.94,completed,57,120
671,2025-10-13 08:58:00,Sen Sok,Toul Kork,8.22,completed,49,220
672,2025-10-13 00:25:00,Sen Sok,Chamkarmon,2.7,completed,44,8
673,2025-10-13 05:51:00,Sen Sok,Russey Keo,6.14,completed,80,275
674,2025-10-13 19:56:00,Russey Keo,Toul Kork,2.4,completed,75,66
675,2025-10-13 20:45:00,Sen Sok,Sen Sok,1.89,completed,14,79
676,2025-10-13 18:26:00,Toul Kork,Chamkarmon,7.08,cancelled_by_driver,3,86
677,2025-10-13 02:42:00,Sen Sok,Toul Kork,6.05,completed,62,124
678,2025-10-13 19:05:00,Chamkarmon,Chamkarmon,2.2,cancelled_by_driver,64,202
679,2025-10-13 22:02:00,Russey Keo,Chamkarmon,1.8,cancelled_by_driver,45,150
680,2025-10-13 14:24:00,Chamkarmon,Daun Penh,9.91,completed,82,46
681,2025-10-13 22:34:00,Sen Sok,Chamkarmon,1.76,completed,58,113
682,2025-10-13 19:50:00,Toul Kork,Daun Penh,5.28,completed,20,91
683,2025-10-13 16:00:00,Daun Penh,Russey Keo,5.79,completed,58,141
684,2025-10-13 13:51:00,Sen Sok,Daun Penh,2.5,completed,89,289
685,2025-10-13 08:21:00,Toul Kork,Sen Sok,2.94,cancelled_by_driver,57,218
686,2025-10-13 03:49:00,Russey Keo,Toul Kork,4.49,completed,77,77
687,2025-10-13 14:31:00,Chamkarmon,Russey Keo,7.97,completed,68,152
688,2025-10-13 07:38:00,Chamkarmon,Russey Keo,5.81,completed,78,239
689,2025-10-13 20:47:00,Chamkarmon,Sen Sok,6.92,completed,97,115
690,2025-10-13 23:50:00,Russey Keo,Daun Penh,9.87,completed,92,94
691,2025-10-13 18:03:00,Toul Kork,Toul Kork,8.03,completed,52,48
692,2025-10-13 02:10:00,Russey Keo,Daun Penh,5.19,completed,37,191
693,2025-10-13 06:55:00,Chamkarmon,Chamkarmon,5.29,completed,8,12
694,2025-10-13 02:37:00,Sen Sok,Daun Penh,6.76,completed,44,156
695,2025-10-13 15:36:00,Daun Penh,Russey Keo,7.16,completed,98,172
696,2025-10-13 18:21:00,Russey Keo,Toul Kork,5.76,completed,5,296
697,2025-10-13 22:12:00,Russey Keo,Daun Penh,6.98,completed,69,177
698,2025-10-13 10:30:00,Toul Kork,Toul Kork,1.7,completed,31,57
699,2025-10-13 21:37:00,Toul Kork,Toul Kork,5.15,cancelled_by_driver,45,203
700,2025-10-13 21:04:00,Russey Keo,Chamkarmon,3.87,completed,9,185
701,2025-10-13 07:36:00,Chamkarmon,Chamkarmon,2.6,cancelled_by_driver,32,121
702,2025-10-13 20:51:00,Daun Penh,Russey Keo,2.35,completed,33,226
703,2025-10-13 09:00:00,Toul Kork,Sen Sok,6.63,completed,67,202
704,2025-10-13 07:07:00,Chamkarmon,Toul Kork,5.95,cancelled_by_driver,30,216
705,2025-10-13 15:34:00,Sen Sok,Sen Sok,3.66,completed,76,43
706,2025-10-13 07:52:00,Toul Kork,Russey Keo,5.5,cancelled_by_driver,29,23
707,2025-10-13 15:07:00,Chamkarmon,Toul Kork,5.68,completed,3,155
708,2025-10-13 14:38:00,Chamkarmon,Toul Kork,3.16,completed,90,186
709,2025-10-13 13:31:00,Daun Penh,Sen Sok,7.04,cancelled_by_driver,57,249
710,2025-10-13 09:07:00,Daun Penh,Daun Penh,8.14,completed,30,237
711,2025-10-13 13:09:00,Sen Sok,Chamkarmon,8.23,completed,9,293
712,2025-10-13 14:18:00,Chamkarmon,Daun Penh,6.62,completed,26,134
713,2025-10-13 13:05:00,Chamkarmon,Sen Sok,5.85,cancelled_by_driver,2,22
714,2025-10-13 10:39:00,Daun Penh,Chamkarmon,2.02,cancelled_by_driver,62,88
715,2025-10-13 00:21:00,Toul Kork,Daun Penh,3.95,completed,3,153
716,2025-10-13 14:05:00,Toul Kork,Chamkarmon,2.29,cancelled_by_driver,46,125
717,2025-10-13 04:02:00,Russey Keo,Toul Kork,9.69,completed,68,79
718,2025-10-13 15:25:00,Daun Penh,Daun Penh,2.65,completed,25,51
719,2025-10-13 18:13:00,Russey Keo,Chamkarmon,2.79,completed,51,216
720,2025-10-13 12:00:00,Daun Penh,Chamkarmon,9.06,completed,13,176
721,2025-10-13 13:01:00,Sen Sok,Chamkarmon,9.52,completed,44,253
722,2025-10-13 22:50:00,Chamkarmon,Daun Penh,8.01,completed,35,246
723,2025-10-13 20:19:00,Sen Sok,Russey Keo,1.55,completed,55,227
724,2025-10-13 21:56:00,Daun Penh,Daun Penh,1.51,completed,87,106
725,2025-10-13 19:31:00,Chamkarmon,Sen Sok,4.71,completed,9,193
726,2025-10-13 02:36:00,Toul Kork,Daun Penh,2.72,completed,2,36
727,2025-10-13 03:34:00,Toul Kork,Chamkarmon,1.66,completed,61,204
728,2025-10-13 12:38:00,Russey Keo,Toul Kork,5.44,cancelled_by_driver,41,267
729,2025-10-13 05:54:00,Daun Penh,Daun Penh,9.52,cancelled_by_driver,44,268
730,2025-10-13 11:26:00,Daun Penh,Daun Penh,4.25,completed,64,170
731,2025-10-13 09:27:00,Toul Kork,Chamkarmon,7.12,cancelled_by_driver,31,39
732,2025-10-13 13:11:00,Sen Sok,Toul Kork,7.04,completed,47,139
733,2025-10-13 17:55:00,Chamkarmon,Toul Kork,3.63,completed,2,292
734,2025-10-13 17:10:00,Sen Sok,Sen Sok,7.03,cancelled_by_driver,96,52
735,2025-10-13 12:30:00,Sen Sok,Daun Penh,3.3,completed,82,287
736,2025-10-13 19:44:00,Toul Kork,Toul Kork,2.54,cancelled_by_user,77,289
737,2025-10-13 10:20:00,Toul Kork,Toul Kork,7.46,completed,69,141
738,2025-10-13 21:31:00,Toul Kork,Russey Keo,2.46,cancelled_by_driver,58,146
739,2025-10-13 01:42:00,Russey Keo,Russey Keo,9.97,completed,44,184
740,2025-10-13 22:54:00,Sen Sok,Toul Kork,3.06,completed,74,152
741,2025-10-13 15:42:00,Daun Penh,Sen Sok,6.55,completed,56,201
742,2025-10-13 09:07:00,Chamkarmon,Toul Kork,5.0,completed,43,128
743,2025-10-13 04:43:00,Russey Keo,Chamkarmon,2.57,completed,89,287
744,2025-10-13 11:30:00,Daun Penh,Daun Penh,1.74,cancelled_by_user,34,253
745,2025-10-13 04:40:00,Sen Sok,Sen Sok,6.79,completed,30,266
746,2025-10-13 03:59:00,Toul Kork,Chamkarmon,8.36,completed,71,188
747,2025-10-13 14:48:00,Sen Sok,Sen Sok,8.66,completed,70,230
748,2025-10-13 12:33:00,Chamkarmon,Chamkarmon,5.6,completed,55,271
749,2025-10-13 16:04:00,Russey Keo,Daun Penh,8.11,cancelled_by_driver,67,259
750,2025-10-13 22:18:00,Russey Keo,Daun Penh,7.22,completed,13,299
751,2025-10-13 12:46:00,Chamkarmon,Russey Keo,7.66,completed,3,198
752,2025-10-13 13:56:00,Daun Penh,Chamkarmon,5.69,completed,26,56
753,2025-10-13 02:09:00,Daun Penh,Russey Keo,6.88,completed,57,203
754,2025-10-13 17:13:00,Russey Keo,Chamkarmon,8.35,cancelled_by_driver,24,271
755,2025-10-13 09:35:00,Russey Keo,Russey Keo,4.88,completed,53,109
756,2025-10-13 23:26:00,Toul Kork,Daun Penh,8.35,completed,70,116
757,2025-10-13 19:45:00,Daun Penh,Sen Sok,6.53,cancelled_by_user,43,92
758,2025-10-13 12:32:00,Chamkarmon,Russey Keo,2.91,cancelled_by_driver,60,138
759,2025-10-13 02:57:00,Daun Penh,Chamkarmon,1.71,completed,58,57
760,2025-10-13 20:37:00,Toul Kork,Chamkarmon,4.58,completed,49,50
761,2025-10-13 19:11:00,Russey Keo,Daun Penh,6.15,completed,42,71
762,2025-10-13 04:25:00,Russey Keo,Chamkarmon,8.64,completed,76,82
763,2025-10-13 07:05:00,Toul Kork,Toul Kork,2.58,cancelled_by_driver,100,105
764,2025-10-13 19:02:00,Chamkarmon,Sen Sok,8.3,completed,66,88
765,2025-10-13 04:26:00,Russey Keo,Russey Keo,8.84,completed,11,2
766,2025-10-13 22:01:00,Sen Sok,Sen Sok,2.78,completed,98,84
767,2025-10-13 10:11:00,Russey Keo,Daun Penh,8.74,completed,90,43
768,2025-10-13 02:05:00,Sen Sok,Russey Keo,9.93,completed,18,154
769,2025-10-13 19:34:00,Toul Kork,Russey Keo,7.68,completed,85,94
770,2025-10-13 08:57:00,Toul Kork,Toul Kork,8.17,completed,100,298
771,2025-10-13 12:38:00,Russey Keo,Daun Penh,9.95,completed,52,133
772,2025-10-13 02:41:00,Daun Penh,Chamkarmon,6.65,completed,46,65
773,2025-10-13 00:03:00,Sen Sok,Toul Kork,4.12,completed,44,290
774,2025-10-13 15:18:00,Chamkarmon,Toul Kork,8.62,completed,22,257
775,2025-10-13 12:21:00,Russey Keo,Sen Sok,6.72,completed,53,213
776,2025-10-13 14:14:00,Chamkarmon,Sen Sok,6.44,completed,59,148
777,2025-10-13 19:02:00,Russey Keo,Sen Sok,3.66,completed,94,61
778,2025-10-13 15:31:00,Daun Penh,Toul Kork,7.93,completed,30,149
779,2025-10-13 04:11:00,Daun Penh,Chamkarmon,2.19,completed,8,88
780,2025-10-13 08:39:00,Daun Penh,Russey Keo,9.36,cancelled_by_driver,98,278
781,2025-10-13 21:44:00,Daun Penh,Sen Sok,4.27,cancelled_by_user,57,82
782,2025-10-13 18:28:00,Toul Kork,Chamkarmon,2.59,completed,73,129
783,2025-10-13 13:21:00,Toul Kork,Daun Penh,5.26,completed,20,286
784,2025-10-13 06:08:00,Sen Sok,Sen Sok,1.86,cancelled_by_driver,25,280
785,2025-10-13 07:14:00,Chamkarmon,Russey Keo,7.32,completed,19,270
786,2025-10-13 17:34:00,Russey Keo,Daun Penh,9.17,completed,5,292
787,2025-10-13 20:25:00,Russey Keo,Daun Penh,8.62,completed,75,203
788,2025-10-13 16:06:00,Toul Kork,Russey Keo,2.58,cancelled_by_driver,79,24
789,2025-10-13 19:25:00,Russey Keo,Sen Sok,2.57,completed,72,208
790,2025-10-13 18:23:00,Toul Kork,Toul Kork,8.41,completed,83,280
791,2025-10-13 03:35:00,Sen Sok,Russey Keo,9.36,completed,87,205
792,2025-10-13 10:10:00,Chamkarmon,Russey Keo,5.42,cancelled_by_driver,27,152
793,2025-10-13 03:40:00,Sen Sok,Russey Keo,5.74,completed,40,26
794,2025-10-13 05:38:00,Daun Penh,Daun Penh,4.21,completed,96,194
795,2025-10-13 20:51:00,Daun Penh,Chamkarmon,9.1,completed,26,238
796,2025-10-13 11:20:00,Daun Penh,Toul Kork,6.98,completed,27,75
797,2025-10-13 12:50:00,Sen Sok,Sen Sok,3.95,completed,62,163
798,2025-10-13 04:16:00,Russey Keo,Sen Sok,4.04,completed,83,299
799,2025-10-13 07:29:00,Chamkarmon,Chamkarmon,9.08,cancelled_by_driver,50,29
800,2025-10-13 05:31:00,Daun Penh,Russey Keo,1.62,completed,42,165
801,2025-10-13 04:56:00,Daun Penh,Toul Kork,4.24,completed,29,186
802,2025-10-13 15:18:00,Daun Penh,Sen Sok,6.21,completed,39,54
803,2025-10-13 06:09:00,Chamkarmon,Sen Sok,2.76,completed,60,295
804,2025-10-13 15:10:00,Daun Penh,Russey Keo,2.28,completed,41,42
805,2025-10-13 01:24:00,Chamkarmon,Chamkarmon,8.43,completed,33,285
806,2025-10-13 03:24:00,Daun Penh,Toul Kork,9.1,completed,83,138
807,2025-10-13 06:35:00,Sen Sok,Chamkarmon,8.5,completed,83,187
808,2025-10-13 14:19:00,Sen Sok,Chamkarmon,9.14,completed,97,204
809,2025-10-13 16:13:00,Chamkarmon,Toul Kork,6.2,cancelled_by_user,16,42
810,2025-10-13 10:37:00,Sen Sok,Toul Kork,8.4,cancelled_by_user,23,288
811,2025-10-13 10:41:00,Chamkarmon,Sen Sok,4.76,completed,7,26
812,2025-10-13 17:23:00,Sen Sok,Sen Sok,7.16,completed,26,56
813,2025-10-13 00:22:00,Sen Sok,Toul Kork,9.91,completed,96,253
814,2025-10-13 08:11:00,Chamkarmon,Daun Penh,3.42,cancelled_by_driver,12,122
815,2025-10-13 19:38:00,Russey Keo,Sen Sok,4.81,completed,72,106
816,2025-10-13 14:28:00,Sen Sok,Daun Penh,5.58,cancelled_by_user,5,130
817,2025-10-13 08:05:00,Daun Penh,Toul Kork,2.67,completed,92,158
818,2025-10-13 21:43:00,Russey Keo,Sen Sok,2.19,cancelled_by_user,69,231
819,2025-10-13 18:32:00,Chamkarmon,Chamkarmon,8.55,cancelled_by_driver,49,91
820,2025-10-13 06:21:00,Russey Keo,Toul Kork,9.8,cancelled_by_driver,26,22
821,2025-10-13 15:29:00,Toul Kork,Russey Keo,4.94,completed,5,290
822,2025-10-13 14:17:00,Toul Kork,Daun Penh,2.25,completed,22,110
823,2025-10-13 09:37:00,Sen Sok,Toul Kork,2.06,completed,79,49
824,2025-10-13 08:48:00,Sen Sok,Toul Kork,9.08,completed,13,129
825,2025-10-13 08:14:00,Daun Penh,Sen Sok,5.44,completed,28,73
826,2025-10-13 14:48:00,Russey Keo,Sen Sok,4.22,completed,33,53
827,2025-10-13 10:37:00,Toul Kork,Sen Sok,5.55,completed,23,168
828,2025-10-13 19:57:00,Sen Sok,Russey Keo,4.21,completed,97,45
829,2025-10-13 16:04:00,Russey Keo,Sen Sok,5.66,completed,18,105
830,2025-10-13 01:40:00,Sen Sok,Toul Kork,8.81,completed,30,150
831,2025-10-13 15:21:00,Sen Sok,Sen Sok,6.53,cancelled_by_user,26,146
832,2025-10-13 06:30:00,Toul Kork,Chamkarmon,7.4,completed,16,204
833,2025-10-13 14:13:00,Toul Kork,Sen Sok,4.6,completed,77,299
834,2025-10-13 16:19:00,Sen Sok,Russey Keo,7.78,completed,39,167
835,2025-10-13 05:32:00,Chamkarmon,Chamkarmon,7.17,cancelled_by_driver,33,201
836,2025-10-13 10:57:00,Sen Sok,Toul Kork,2.52,completed,26,134
837,2025-10-13 04:34:00,Sen Sok,Toul Kork,6.37,completed,48,211
838,2025-10-13 01:15:00,Daun Penh,Daun Penh,3.68,completed,65,48
839,2025-10-13 09:05:00,Daun Penh,Chamkarmon,8.33,completed,38,126
840,2025-10-13 08:42:00,Daun Penh,Daun Penh,5.12,completed,2,239
841,2025-10-13 23:53:00,Chamkarmon,Chamkarmon,9.95,cancelled_by_user,6,7
842,2025-10-13 10:42:00,Chamkarmon,Chamkarmon,2.29,cancelled_by_user,46,272
843,2025-10-13 08:00:00,Sen Sok,Russey Keo,8.13,completed,50,37
844,2025-10-13 13:55:00,Daun Penh,Daun Penh,7.23,completed,38,211
845,2025-10-13 02:07:00,Chamkarmon,Russey Keo,8.02,completed,88,165
846,2025-10-13 23:04:00,Toul Kork,Chamkarmon,4.11,completed,18,125
847,2025-10-13 15:14:00,Sen Sok,Toul Kork,5.68,completed,27,192
848,2025-10-13 18:06:00,Russey Keo,Chamkarmon,8.27,completed,41,218
849,2025-10-13 04:05:00,Sen Sok,Russey Keo,3.48,cancelled_by_user,72,214
850,2025-10-13 09:49:00,Russey Keo,Daun Penh,3.42,cancelled_by_user,92,62
851,2025-10-13 10:08:00,Daun Penh,Daun Penh,6.18,completed,74,161
852,2025-10-13 19:43:00,Russey Keo,Russey Keo,5.95,completed,17,66
853,2025-10-13 00:01:00,Daun Penh,Daun Penh,3.9,completed,62,286
854,2025-10-13 07:13:00,Toul Kork,Sen Sok,4.03,completed,29,239
855,2025-10-13 23:32:00,Russey Keo,Toul Kork,3.86,completed,58,20
856,2025-10-13 11:23:00,Sen Sok,Toul Kork,8.06,completed,70,188
857,2025-10-13 09:10:00,Daun Penh,Toul Kork,7.04,cancelled_by_driver,78,82
858,2025-10-13 02:52:00,Sen Sok,Daun Penh,8.58,completed,22,202
859,2025-10-13 23:22:00,Chamkarmon,Daun Penh,9.79,completed,6,132
860,2025-10-13 00:28:00,Daun Penh,Chamkarmon,5.53,completed,26,37
861,2025-10-13 17:41:00,Russey Keo,Chamkarmon,2.07,completed,39,132
862,2025-10-13 18:26:00,Daun Penh,Toul Kork,1.91,completed,12,77
863,2025-10-13 05:50:00,Sen Sok,Sen Sok,4.01,completed,99,89
864,2025-10-13 16:07:00,Toul Kork,Chamkarmon,9.43,completed,14,253
865,2025-10-13 02:13:00,Daun Penh,Chamkarmon,5.95,completed,22,194
866,2025-10-13 06:10:00,Russey Keo,Daun Penh,3.81,completed,51,176
867,2025-10-13 18:54:00,Chamkarmon,Sen Sok,4.89,cancelled_by_user,23,33
868,2025-10-13 20:45:00,Toul Kork,Toul Kork,6.59,completed,48,58
869,2025-10-13 14:36:00,Chamkarmon,Chamkarmon,7.05,completed,71,201
870,2025-10-13 12:09:00,Daun Penh,Sen Sok,2.81,completed,50,28
871,2025-10-13 03:49:00,Sen Sok,Sen Sok,9.8,completed,89,35
872,2025-10-13 01:30:00,Sen Sok,Toul Kork,6.13,completed,13,125
873,2025-10-13 02:49:00,Russey Keo,Sen Sok,2.65,cancelled_by_user,85,42
874,2025-10-13 05:27:00,Sen Sok,Sen Sok,9.1,cancelled_by_driver,10,85
875,2025-10-13 08:12:00,Toul Kork,Sen Sok,2.13,completed,55,188
876,2025-10-13 09:08:00,Sen Sok,Chamkarmon,9.22,completed,9,111
877,2025-10-13 08:18:00,Russey Keo,Toul Kork,9.97,completed,79,271
878,2025-10-13 05:44:00,Daun Penh,Sen Sok,7.45,completed,52,105
879,2025-10-13 12:14:00,Daun Penh,Sen Sok,8.05,cancelled_by_driver,2,41
880,2025-10-13 19:48:00,Sen Sok,Chamkarmon,4.37,completed,25,215
881,2025-10-13 06:42:00,Chamkarmon,Toul Kork,9.5,completed,13,71
882,2025-10-13 22:37:00,Daun Penh,Daun Penh,6.0,completed,98,56
883,2025-10-13 20:57:00,Sen Sok,Chamkarmon,7.73,completed,51,236
884,2025-10-13 03:52:00,Russey Keo,Toul Kork,9.35,cancelled_by_user,58,281
885,2025-10-13 18:52:00,Sen Sok,Sen Sok,9.79,completed,34,105
886,2025-10-13 13:47:00,Daun Penh,Toul Kork,8.58,cancelled_by_driver,35,162
887,2025-10-13 13:35:00,Russey Keo,Toul Kork,4.08,completed,3,191
888,2025-10-13 09:23:00,Sen Sok,Toul Kork,9.72,cancelled_by_driver,59,9
889,2025-10-13 12:01:00,Toul Kork,Daun Penh,6.84,completed,70,60
890,2025-10-13 09:31:00,Russey Keo,Toul Kork,9.41,completed,48,225
891,2025-10-13 12:57:00,Toul Kork,Daun Penh,7.25,cancelled_by_driver,64,188
892,2025-10-13 15:04:00,Chamkarmon,Sen Sok,4.11,completed,19,70
893,2025-10-13 16:10:00,Russey Keo,Daun Penh,4.65,completed,67,293
894,2025-10-13 12:46:00,Toul Kork,Sen Sok,6.18,completed,82,287
895,2025-10-13 17:18:00,Daun Penh,Sen Sok,8.22,completed,73,169
896,2025-10-13 03:23:00,Daun Penh,Daun Penh,4.2,completed,76,62
897,2025-10-13 05:05:00,Chamkarmon,Chamkarmon,6.43,cancelled_by_user,5,14
898,2025-10-13 19:38:00,Russey Keo,Russey Keo,4.44,completed,67,164
899,2025-10-13 07:44:00,Russey Keo,Toul Kork,8.43,completed,11,245
900,2025-10-13 00:32:00,Russey Keo,Russey Keo,5.47,cancelled_by_driver,94,8
901,2025-10-13 03:41:00,Chamkarmon,Toul Kork,2.15,completed,68,154
902,2025-10-13 05:22:00,Russey Keo,Toul Kork,2.91,cancelled_by_driver,69,36
903,2025-10-13 22:58:00,Daun Penh,Sen Sok,2.02,cancelled_by_user,1,48
904,2025-10-13 13:45:00,Toul Kork,Toul Kork,5.74,completed,91,85
905,2025-10-13 22:23:00,Daun Penh,Toul Kork,2.4,completed,92,28
906,2025-10-13 13:48:00,Daun Penh,Daun Penh,2.47,completed,63,196
907,2025-10-13 11:30:00,Toul Kork,Russey Keo,9.5,completed,29,208
908,2025-10-13 07:31:00,Daun Penh,Daun Penh,8.92,cancelled_by_driver,82,204
909,2025-10-13 14:33:00,Chamkarmon,Toul Kork,5.34,completed,12,104
910,2025-10-13 03:20:00,Toul Kork,Sen Sok,9.88,completed,77,230
911,2025-10-13 21:33:00,Daun Penh,Daun Penh,1.5,completed,41,101
912,2025-10-13 19:54:00,Sen Sok,Daun Penh,6.72,cancelled_by_driver,2,29
913,2025-10-13 07:37:00,Daun Penh,Chamkarmon,6.74,completed,37,127
914,2025-10-13 22:52:00,Chamkarmon,Toul Kork,5.39,completed,45,10
915,2025-10-13 19:48:00,Russey Keo,Sen Sok,4.87,completed,80,106
916,2025-10-13 15:59:00,Daun Penh,Daun Penh,5.37,cancelled_by_driver,48,167
917,2025-10-13 02:55:00,Russey Keo,Daun Penh,5.03,completed,24,257
918,2025-10-13 11:28:00,Sen Sok,Sen Sok,7.71,completed,99,295
919,2025-10-13 12:08:00,Daun Penh,Toul Kork,2.65,completed,22,277
920,2025-10-13 05:34:00,Toul Kork,Chamkarmon,3.18,completed,100,65
921,2025-10-13 01:55:00,Russey Keo,Daun Penh,3.03,completed,11,271
922,2025-10-13 18:38:00,Sen Sok,Chamkarmon,3.73,cancelled_by_user,58,188
923,2025-10-13 02:55:00,Toul Kork,Russey Keo,5.96,completed,46,138
924,2025-10-13 14:15:00,Toul Kork,Toul Kork,2.45,completed,29,105
925,2025-10-13 22:28:00,Toul Kork,Russey Keo,8.88,completed,35,34
926,2025-10-13 21:01:00,Toul Kork,Russey Keo,4.03,completed,15,110
927,2025-10-13 06:39:00,Daun Penh,Russey Keo,2.88,cancelled_by_driver,60,33
928,2025-10-13 20:26:00,Daun Penh,Toul Kork,7.24,completed,95,231
929,2025-10-13 00:00:00,Daun Penh,Toul Kork,1.82,completed,42,266
930,2025-10-13 00:25:00,Sen Sok,Sen Sok,6.77,completed,43,182
931,2025-10-13 14:27:00,Sen Sok,Chamkarmon,7.43,completed,80,65
932,2025-10-13 08:45:00,Sen Sok,Chamkarmon,3.33,completed,74,1
933,2025-10-13 09:16:00,Chamkarmon,Sen Sok,1.86,completed,49,133
934,2025-10-13 13:32:00,Sen Sok,Sen Sok,4.59,completed,64,80
935,2025-10-13 04:36:00,Daun Penh,Russey Keo,2.34,completed,32,271
936,2025-10-13 05:04:00,Daun Penh,Sen Sok,2.49,completed,64,241
937,2025-10-13 11:37:00,Chamkarmon,Daun Penh,3.66,completed,2,28
938,2025-10-13 18:06:00,Chamkarmon,Chamkarmon,4.01,cancelled_by_user,24,223
939,2025-10-13 14:52:00,Sen Sok,Sen Sok,6.0,completed,87,23
940,2025-10-13 07:08:00,Russey Keo,Daun Penh,7.27,cancelled_by_driver,66,109
941,2025-10-13 10:19:00,Chamkarmon,Daun Penh,6.54,completed,38,107
942,2025-10-13 04:05:00,Toul Kork,Daun Penh,2.76,completed,31,145
943,2025-10-13 01:47:00,Daun Penh,Daun Penh,2.96,completed,26,139
944,2025-10-13 18:47:00,Toul Kork,Russey Keo,8.97,completed,29,284
945,2025-10-13 06:22:00,Daun Penh,Daun Penh,6.25,completed,67,298
946,2025-10-13 04:15:00,Daun Penh,Russey Keo,8.89,cancelled_by_user,78,99
947,2025-10-13 16:35:00,Chamkarmon,Russey Keo,4.66,completed,25,123
948,2025-10-13 14:49:00,Chamkarmon,Daun Penh,6.72,completed,48,287
949,2025-10-13 15:11:00,Toul Kork,Chamkarmon,5.95,completed,65,81
950,2025-10-13 05:29:00,Daun Penh,Daun Penh,4.21,completed,53,10
951,2025-10-13 05:35:00,Toul Kork,Daun Penh,5.49,completed,67,8
952,2025-10-13 05:17:00,Russey Keo,Daun Penh,5.77,completed,90,205
953,2025-10-13 04:10:00,Toul Kork,Chamkarmon,3.21,cancelled_by_driver,18,197
954,2025-10-13 15:44:00,Sen Sok,Toul Kork,4.18,cancelled_by_user,9,198
955,2025-10-13 20:21:00,Toul Kork,Toul Kork,8.23,completed,38,30
956,2025-10-13 17:23:00,Sen Sok,Russey Keo,9.28,completed,87,20
957,2025-10-13 19:00:00,Sen Sok,Russey Keo,4.56,cancelled_by_user,21,48
958,2025-10-13 09:42:00,Sen Sok,Chamkarmon,4.11,cancelled_by_driver,65,130
959,2025-10-13 15:41:00,Russey Keo,Sen Sok,3.16,completed,21,293
960,2025-10-13 08:30:00,Toul Kork,Toul Kork,7.27,cancelled_by_user,27,132
961,2025-10-13 12:36:00,Toul Kork,Russey Keo,4.25,completed,70,54
962,2025-10-13 11:33:00,Russey Keo,Toul Kork,9.9,cancelled_by_user,44,281
963,2025-10-13 04:14:00,Daun Penh,Chamkarmon,4.27,completed,100,265
964,2025-10-13 09:17:00,Chamkarmon,Chamkarmon,4.85,completed,28,215
965,2025-10-13 23:07:00,Toul Kork,Sen Sok,6.63,cancelled_by_driver,45,290
966,2025-10-13 05:57:00,Chamkarmon,Sen Sok,8.31,completed,17,43
967,2025-10-13 03:12:00,Russey Keo,Chamkarmon,5.49,completed,40,74
968,2025-10-13 10:02:00,Daun Penh,Russey Keo,5.09,completed,3,278
969,2025-10-13 18:58:00,Daun Penh,Toul Kork,9.96,cancelled_by_user,76,242
970,2025-10-13 13:58:00,Daun Penh,Daun Penh,1.59,cancelled_by_driver,76,130
971,2025-10-13 16:20:00,Russey Keo,Sen Sok,9.11,completed,66,194
972,2025-10-13 04:33:00,Sen Sok,Daun Penh,2.77,completed,46,32
973,2025-10-13 14:51:00,Sen Sok,Russey Keo,8.18,cancelled_by_driver,86,106
974,2025-10-13 07:45:00,Chamkarmon,Sen Sok,6.75,completed,87,204
975,2025-10-13 20:01:00,Sen Sok,Daun Penh,4.41,completed,30,1
976,2025-10-13 15:06:00,Sen Sok,Russey Keo,8.93,completed,69,245
977,2025-10-13 04:46:00,Daun Penh,Toul Kork,1.61,completed,9,72
978,2025-10-13 01:33:00,Daun Penh,Russey Keo,3.43,completed,85,15
979,2025-10-13 01:01:00,Chamkarmon,Sen Sok,6.32,completed,11,53
980,2025-10-13 08:54:00,Toul Kork,Chamkarmon,4.49,completed,69,8
981,2025-10-13 06:22:00,Chamkarmon,Toul Kork,6.69,cancelled_by_driver,99,46
982,2025-10-13 15:30:00,Chamkarmon,Daun Penh,1.7,completed,91,114
983,2025-10-13 11:59:00,Russey Keo,Sen Sok,2.49,completed,66,147
984,2025-10-13 06:23:00,Russey Keo,Chamkarmon,2.58,completed,88,166
985,2025-10-13 03:34:00,Chamkarmon,Russey Keo,3.11,completed,31,139
986,2025-10-13 03:03:00,Chamkarmon,Chamkarmon,5.4,completed,33,117
987,2025-10-13 20:45:00,Chamkarmon,Sen Sok,7.89,cancelled_by_driver,39,299
988,2025-10-13 05:50:00,Sen Sok,Sen Sok,9.2,completed,94,276
989,2025-10-13 15:38:00,Russey Keo,Chamkarmon,8.6,cancelled_by_user,46,277
990,2025-10-13 19:27:00,Chamkarmon,Russey Keo,3.17,completed,37,178
991,2025-10-13 14:44:00,Daun Penh,Chamkarmon,5.25,completed,92,154
992,2025-10-13 20:37:00,Daun Penh,Sen Sok,3.19,completed,60,201
993,2025-10-13 09:25:00,Sen Sok,Sen Sok,3.75,cancelled_by_user,31,115
994,2025-10-13 22:56:00,Sen Sok,Daun Penh,5.78,cancelled_by_driver,11,159
995,2025-10-13 03:11:00,Toul Kork,Daun Penh,2.08,completed,87,42
996,2025-10-13 02:27:00,Toul Kork,Toul Kork,3.35,completed,2,247
997,2025-10-13 15:48:00,Toul Kork,Sen Sok,9.45,completed,27,68
